lexeme,stratum,det_flag,diagnostic,op,sentence,flag,needs_realization
besides,preposition,,very_mod,both,Something was very besides.,,
besides,preposition,,too_mod,both,Something was too besides.,,
besides,preposition,,comparative_more,both,Something was more besides than something else.,,
besides,preposition,,inflectional_comparison,both,Something was besides+er than something else.,,morphology+er
besides,preposition,,right_mod,judgment,Something was right besides.,,
besides,preposition,,enough_postposed,judgment,Something was besides enough.,,
besides,preposition,,enough_preposed,judgment,Something was enough besides.,,
besides,preposition,,np_complement,both,Something was besides something.,,
besides,preposition,,gerund_gap_complement,judgment,Something was besides doing.,,
besides,preposition,,attributive,both,The besides something happened.,,
besides,preposition,,predicative_be,both,Something was besides.,,
besides,preposition,,postpositive,judgment,The something besides happened.,note_postpositive,
besides,preposition,,predeterminer_position,both,Besides the something happened.,,
besides,preposition,,determiner_function,both,Besides something happened.,,
besides,preposition,,fused_head,both,Someone saw besides.,,
besides,preposition,,partitive_of,both,Besides of the somethings happened.,,
besides,preposition,,un_prefix,both,Something was unbesides.,orthographic_un,
besides,preposition,,ly_adverb_base,both,Something happened besides+ly.,,morphology+ly
besides,preposition,,ness_nominalization,both,The besides+ness of something.,,morphology+ness
besides,preposition,,seem_complement,both,Something seemed besides.,,
besides,preposition,,become_complement,both,Something became besides.,,
besides,preposition,,coordination_with_adj,judgment,Something was old and besides.,,
besides,preposition,,fronting_pp,judgment,"Besides something, something happened.",,
besides,preposition,,stranding,judgment,The something that something was besides __,,
between,preposition,,very_mod,both,Something was very between.,,
between,preposition,,too_mod,both,Something was too between.,,
between,preposition,,comparative_more,both,Something was more between than something else.,,
between,preposition,,inflectional_comparison,both,Something was between+er than something else.,,morphology+er
between,preposition,,right_mod,judgment,Something was right between.,,
between,preposition,,enough_postposed,judgment,Something was between enough.,,
between,preposition,,enough_preposed,judgment,Something was enough between.,,
between,preposition,,np_complement,both,Something was between something.,,
between,preposition,,gerund_gap_complement,judgment,Something was between doing.,,
between,preposition,,attributive,both,The between something happened.,,
between,preposition,,predicative_be,both,Something was between.,,
between,preposition,,postpositive,judgment,The something between happened.,note_postpositive,
between,preposition,,predeterminer_position,both,Between the something happened.,,
between,preposition,,determiner_function,both,Between something happened.,,
between,preposition,,fused_head,both,Someone saw between.,,
between,preposition,,partitive_of,both,Between of the somethings happened.,,
between,preposition,,un_prefix,both,Something was unbetween.,orthographic_un,
between,preposition,,ly_adverb_base,both,Something happened between+ly.,,morphology+ly
between,preposition,,ness_nominalization,both,The between+ness of something.,,morphology+ness
between,preposition,,seem_complement,both,Something seemed between.,,
between,preposition,,become_complement,both,Something became between.,,
between,preposition,,coordination_with_adj,judgment,Something was old and between.,,
between,preposition,,fronting_pp,judgment,"Between something, something happened.",,
between,preposition,,stranding,judgment,The something that something was between __,,
beyond,preposition,,very_mod,both,Something was very beyond.,,
beyond,preposition,,too_mod,both,Something was too beyond.,,
beyond,preposition,,comparative_more,both,Something was more beyond than something else.,,
beyond,preposition,,inflectional_comparison,both,Something was beyond+er than something else.,,morphology+er
beyond,preposition,,right_mod,judgment,Something was right beyond.,,
beyond,preposition,,enough_postposed,judgment,Something was beyond enough.,,
beyond,preposition,,enough_preposed,judgment,Something was enough beyond.,,
beyond,preposition,,np_complement,both,Something was beyond something.,,
beyond,preposition,,gerund_gap_complement,judgment,Something was beyond doing.,,
beyond,preposition,,attributive,both,The beyond something happened.,,
beyond,preposition,,predicative_be,both,Something was beyond.,,
beyond,preposition,,postpositive,judgment,The something beyond happened.,note_postpositive,
beyond,preposition,,predeterminer_position,both,Beyond the something happened.,,
beyond,preposition,,determiner_function,both,Beyond something happened.,,
beyond,preposition,,fused_head,both,Someone saw beyond.,,
beyond,preposition,,partitive_of,both,Beyond of the somethings happened.,,
beyond,preposition,,un_prefix,both,Something was unbeyond.,orthographic_un,
beyond,preposition,,ly_adverb_base,both,Something happened beyond+ly.,,morphology+ly
beyond,preposition,,ness_nominalization,both,The beyond+ness of something.,,morphology+ness
beyond,preposition,,seem_complement,both,Something seemed beyond.,,
beyond,preposition,,become_complement,both,Something became beyond.,,
beyond,preposition,,coordination_with_adj,judgment,Something was old and beyond.,,
beyond,preposition,,fronting_pp,judgment,"Beyond something, something happened.",,
beyond,preposition,,stranding,judgment,The something that something was beyond __,,
by,preposition,,very_mod,both,Something was very by.,,
by,preposition,,too_mod,both,Something was too by.,,
by,preposition,,comparative_more,both,Something was more by than something else.,,
by,preposition,,inflectional_comparison,both,Something was by+er than something else.,,morphology+er
by,preposition,,right_mod,judgment,Something was right by.,,
by,preposition,,enough_postposed,judgment,Something was by enough.,,
by,preposition,,enough_preposed,judgment,Something was enough by.,,
by,preposition,,np_complement,both,Something was by something.,,
by,preposition,,gerund_gap_complement,judgment,Something was by doing.,,
by,preposition,,attributive,both,The by something happened.,,
by,preposition,,predicative_be,both,Something was by.,,
by,preposition,,postpositive,judgment,The something by happened.,note_postpositive,
by,preposition,,predeterminer_position,both,By the something happened.,,
by,preposition,,determiner_function,both,By something happened.,,
by,preposition,,fused_head,both,Someone saw by.,,
by,preposition,,partitive_of,both,By of the somethings happened.,,
by,preposition,,un_prefix,both,Something was unby.,orthographic_un,
by,preposition,,ly_adverb_base,both,Something happened by+ly.,,morphology+ly
by,preposition,,ness_nominalization,both,The by+ness of something.,,morphology+ness
by,preposition,,seem_complement,both,Something seemed by.,,
